chrom1,start1,end1,chrom2,start2,end2,pet_count,label
13,97911002,97912502,13,97933374,97935835,3,1
1,44918823,44920323,1,7881101,7882601,0,0
4,151156745,151158624,4,151160483,151164950,5,1
8,133323559,133329024,8,133451205,133456613,3,1
14,20417776,20419276,14,74029111,74032549,0,0
13,98391677,98394445,13,98395492,98398846,6,1
9,8114980,8116480,9,112710553,112712053,0,0
4,129012666,129016320,4,129017208,129018708,3,1
19,3942041,3945858,19,3967969,3971136,3,1
3,159612866,159617351,3,159817446,159826821,4,1
3,45741735,45743235,3,94522410,94523910,0,0
1,89123260,89126875,1,89379348,89383030,3,1
7,43317512,43320999,7,91765616,91768456,0,0
4,7311613,7321054,4,7368125,7372004,3,1
16,89875800,89877300,16,15905752,15907901,0,0
3,141374812,141378630,3,141381592,141387198,3,1
1,57913957,57919540,1,57982420,57992376,3,1
8,133473076,133477247,8,134687660,134693610,3,1
17,9554260,9559251,17,9576164,9579717,4,1
21,44984461,44988386,21,45000150,45004262,5,1
12,34168407,34169907,12,33876372,33878340,0,0
18,10224178,10234875,18,10330242,10335732,4,1
4,15913878,15915378,4,93267015,93268515,0,0
16,81317679,81321031,16,77759177,77763032,0,0
21,24898488,24899988,21,38039778,38041278,0,0
9,87215920,87217612,9,87238188,87242381,4,1
X,107333402,107337032,X,15031425,15036412,0,0
14,62827971,62831453,14,62836354,62838991,4,1
19,46552528,46556421,19,46580018,46584451,3,1
21,28420336,28423901,21,28490289,28495087,4,1
13,24009590,24013369,13,24052713,24054881,3,1
5,76963516,76967610,5,121075598,121077098,0,0
5,61555514,61560953,5,61577594,61579094,4,1
X,65989447,65995257,X,102828489,102830698,0,0
6,91222290,91224456,6,83117005,83118526,0,0
19,16239949,16242900,19,57097404,57100209,0,0
18,37413103,37415800,18,71276737,71279150,0,0
12,92646679,92651199,12,92670995,92677629,9,1
X,21910314,21915187,X,21929320,21931090,8,1
4,112065726,112070130,4,151195154,151196654,0,0
22,21979351,21983570,22,21993576,21998542,7,1
13,96716997,96718497,13,62821386,62823984,0,0
22,38696899,38699734,22,48118036,48119536,0,0
1,231818224,231819724,1,85652026,85655075,0,0
X,145304919,145307134,X,109413916,109415416,0,0
17,13728673,13730958,17,12402507,12404007,0,0
X,127960025,127961525,X,127963505,127967278,3,1
20,39719867,39721367,20,59066018,59067518,0,0
20,917590,921856,20,48619243,48624474,0,0
12,26375639,26377139,12,120867393,120870417,0,0
22,18151944,18155871,22,28112112,28114729,0,0
12,63705868,63707368,12,46634465,46638223,0,0
16,30955649,30959521,16,30989868,30994382,3,1
13,99381008,99383359,13,94845372,94846872,0,0
22,24141994,24149893,22,28365802,28367302,0,0
12,28900850,28903711,12,67804618,67806118,0,0
2,234417886,234420566,2,72255946,72257446,0,0
19,21046570,21048494,19,2392834,2397911,0,0
2,204504690,204509854,2,204531712,204534378,3,1
2,211894164,211895967,2,49487473,49492498,0,0
3,16095153,16096653,3,16099720,16106305,3,1
8,138632798,138639659,8,138685784,138688464,5,1
X,104366272,104371507,X,81481091,81482591,0,0
2,190838012,190842883,2,190971296,190979532,3,1
21,19546245,19551957,21,19562222,19564855,5,1
6,44920536,44922834,6,108017441,108021259,0,0
14,73347045,73348545,14,97222087,97226374,0,0
7,138899422,138900922,7,138914773,138918944,3,1
3,28905822,28909570,3,47279730,47281230,0,0
4,33698253,33700688,4,33712325,33715972,3,1
21,32903594,32910582,21,33055454,33058546,4,1
6,103658845,103660345,6,143482020,143483520,0,0
3,152373199,152376350,3,89987751,89989251,0,0
1,152342554,152344943,1,152529583,152542631,3,1
13,39056650,39064002,13,39143739,39145827,3,1
16,7430389,7431889,16,87664324,87665824,0,0
22,39108061,39109561,22,32423402,32424902,0,0
19,7348665,7350165,19,14767711,14770954,0,0
12,26700383,26704037,12,11143324,11145737,0,0
14,71532906,71535581,14,77405864,77411118,0,0
18,54382584,54387237,18,77696718,77699919,0,0
8,13170213,13174508,8,49077739,49079239,0,0
4,9918177,9923320,4,9924331,9928530,6,1
21,36958354,36962661,21,37088301,37093314,3,1
9,131435078,131436578,9,131441893,131446775,3,1
16,82684288,82685788,16,82423551,82425061,0,0
8,142622460,142625650,8,142707573,142709073,4,1
4,78396668,78398168,4,138791449,138794734,0,0
22,47219218,47222563,22,17619266,17623854,0,0
2,187274040,187277130,2,199726248,199729412,0,0
17,34814826,34816802,17,53088262,53089762,0,0
8,136201796,136205137,8,136224614,136230597,4,1
16,31707722,31715656,16,31867187,31869576,4,1
12,34627781,34629281,12,31494492,31495992,0,0
17,79079595,79086406,17,79093515,79102027,22,1
19,12704596,12707885,19,12726156,12729899,5,1
14,21001352,21002852,14,35455350,35458141,0,0
14,78526804,78528304,14,69855662,69860180,0,0
18,8447463,8450479,18,8464406,8468636,5,1
17,29369357,29371863,17,29381530,29391023,5,1
4,7559400,7562946,4,7567747,7570827,3,1
17,13728673,13730958,17,9404612,9407684,0,0
1,10448849,10452539,1,16313026,16316444,0,0
7,20440152,20443277,7,20451994,20453494,4,1
1,174343563,174348082,1,21877273,21878773,0,0
16,16965598,16967098,16,16970500,16972000,3,1
12,129810671,129812171,12,72602462,72603962,0,0
1,115879359,115881178,1,168488055,168492822,0,0
1,211448256,211454869,1,22623382,22624882,0,0
8,21581486,21584251,8,21604483,21610235,3,1
17,12581930,12585278,17,65772178,65773678,0,0
12,6586270,6596726,12,6666999,6673445,7,1
13,109736002,109739494,13,109739965,109741981,3,1
4,141753810,141758772,4,141767361,141769558,3,1
5,149357705,149362928,5,149370304,149376317,13,1
3,111929957,111931457,3,193438275,193441278,0,0
3,185994554,186000248,3,186083425,186086976,4,1
6,99811355,99815452,6,102217113,102219283,0,0
13,70579067,70580567,13,50130615,50132115,0,0
1,109566163,109573773,1,65916540,65921376,0,0
14,44699574,44705298,14,44802711,44804389,3,1
20,32989439,32990939,20,33003808,33006747,3,1
9,29576092,29580544,9,120105886,120107386,0,0
20,58471498,58473592,20,58480472,58484033,7,1
20,58465708,58467324,20,24777277,24778777,0,0
19,29625212,29626712,19,49860607,49865037,0,0
X,83680181,83682749,X,83684834,83686334,3,1
12,82069884,82071384,12,117086128,117087628,0,0
13,73921650,73923150,13,90180657,90182157,0,0
X,69410616,69413839,X,25156581,25162364,0,0
9,130056487,130060569,9,74713569,74715930,0,0
1,70969001,70971300,1,37631344,37633268,0,0
1,228541454,228542954,1,212004867,212006367,0,0
X,40818852,40822841,X,40825137,40830272,9,1
18,45909126,45912965,18,45937302,45942125,3,1
21,38129896,38134240,21,29960661,29967018,0,0
3,120399508,120402131,3,79565882,79567382,0,0
12,128217435,128223830,12,113054728,113057160,0,0
16,56478898,56482731,16,81855577,81860753,0,0
13,82108674,82111293,13,106949655,106952399,0,0
7,19999164,20002766,7,20025176,20030086,3,1
14,88866359,88871998,14,88880751,88883039,4,1
1,213637172,213642336,1,213645002,213650620,8,1
18,45319669,45322744,18,22099059,22101492,0,0
6,104875289,104878037,6,104882658,104885843,4,1
6,159222904,159227578,6,159243665,159245857,3,1
14,54599061,54600561,14,91034826,91036326,0,0
13,101745841,101748232,13,77055970,77057470,0,0
11,39801544,39804065,11,66043408,66047562,0,0
X,96514900,96522144,X,124356392,124357892,0,0
20,61645733,61647956,20,58797346,58798846,0,0
14,30963552,30965234,14,22981908,22988416,0,0
1,48072220,48075434,1,48096496,48106024,3,1
4,3271532,3276305,4,3342873,3347410,4,1
20,7421381,7425161,20,42494380,42495880,0,0
20,48033144,48038539,20,48064100,48067802,3,1
5,2290251,2291751,5,82028231,82030901,0,0
5,22846402,22847902,5,137831226,137832726,0,0
16,66968711,66971489,16,67023917,67029350,3,1
2,174585000,174586500,2,174035467,174036967,0,0
9,91195346,91198237,9,91208662,91213079,4,1
19,41485169,41488464,19,14972473,14973973,0,0
3,15665239,15668142,3,51970591,51972091,0,0
2,161086595,161088095,2,66196858,66199599,0,0
16,4253043,4255424,16,4409837,4411463,3,1
7,154515206,154518092,7,124477548,124479048,0,0
9,71221384,71223159,9,71233420,71237916,4,1
14,98219212,98220712,14,24504066,24506710,0,0
6,168557572,168559072,6,168562365,168566171,3,1
18,29534481,29539213,18,37960225,37963635,0,0
6,70286997,70290203,6,155424369,155426567,0,0
16,27459714,27461880,16,4899086,4901342,0,0
8,61666065,61670611,8,49234775,49236275,0,0
17,62396654,62400777,17,62402480,62406366,5,1
4,4625087,4627385,4,142711378,142712878,0,0
22,49962092,49964703,22,49965584,49972153,4,1
14,94908677,94910958,14,47316337,47320678,0,0
11,20707177,20710950,11,30923455,30924955,0,0
22,28349837,28352822,22,44686410,44689317,0,0
12,64069354,64075026,12,43433435,43434935,0,0
13,74814583,74816997,13,107542825,107545816,0,0
9,4781208,4784703,9,134024628,134028448,0,0
12,124649990,124654020,12,124677292,124688582,5,1
X,146095496,146096996,X,17551527,17553516,0,0
22,44116358,44118582,22,40621226,40622726,0,0
12,69292547,69294445,12,85304441,85308674,0,0
2,181579218,181582385,2,21953174,21954674,0,0
21,32566740,32568804,21,32576581,32582556,7,1
8,104416812,104421898,8,104451148,104452648,3,1
14,76055552,76057052,14,72682965,72684465,0,0
22,24104409,24109281,22,24115020,24118082,9,1
X,130980951,130983724,X,130990219,130997488,7,1
22,38934168,38937705,22,38958783,38960833,3,1
3,16053710,16061608,3,16088332,16091238,3,1
2,46879526,46885408,2,71841191,71844131,0,0
3,139557459,139564716,3,127207678,127216662,0,0
6,145048182,145050506,6,145066198,145067698,3,1
13,51340128,51343731,13,51344550,51346050,3,1
2,191305531,191310142,2,191334277,191337478,3,1
9,1007083,1012079,9,1029189,1034409,9,1
2,235707790,235709757,2,235450429,235451929,0,0
22,49158422,49164347,22,21718353,21720340,0,0
X,95623544,95627543,X,15477495,15482014,0,0
7,80537365,80539599,7,150885118,150886913,0,0
2,44779065,44783811,2,44785498,44787898,3,1
X,151111073,151119014,X,151565597,151569528,3,1
X,82176387,82177887,X,110267474,110271705,0,0
X,19573452,19576288,X,19596593,19599378,6,1
7,139853847,139856846,7,139859714,139863187,3,1
18,3677798,3680322,18,45717002,45718502,0,0
18,12469440,12471607,18,29493070,29495775,0,0
20,12739016,12740802,20,59093740,59095240,0,0
16,22293813,22295313,16,50638246,50641294,0,0
16,26958455,26959955,16,13890376,13893078,0,0
3,101430008,101437695,3,189726654,189733695,0,0
7,40817005,40818505,7,40834922,40837870,3,1
16,81734630,81736130,16,81737160,81739241,3,1
17,14248229,14251938,17,28746224,28750943,0,0
4,26597557,26599057,4,170454219,170456269,0,0
11,26501726,26503226,11,9396796,9400399,0,0
7,28661451,28667121,7,28686970,28689695,4,1
21,42997303,42999075,21,14626818,14628318,0,0
X,155410639,155415111,X,5407734,5410735,0,0
9,37640780,37642280,9,134087432,134091223,0,0
3,107789788,107791288,3,175105799,175107299,0,0
16,19425667,19430314,16,19480942,19483228,3,1
21,19282532,19287716,21,15656605,15660603,0,0
3,35597234,35599548,3,183545315,183546866,0,0
21,34024162,34025662,21,34828297,34829891,0,0
18,10239886,10242860,18,7183895,7186874,0,0
21,25979389,25983069,21,28400588,28402088,0,0
5,80732283,80733783,5,172056854,172060709,0,0
13,25137106,25138606,13,91727461,91728961,0,0
4,176188267,176189767,4,175924505,175926005,0,0
5,95827585,95829601,5,120755449,120760553,0,0
1,19195602,19200655,1,84134111,84135611,0,0
X,48362207,48363707,X,33858719,33861322,0,0
21,41585600,41587100,21,40967089,40973556,0,0
17,73788899,73790399,17,58416957,58419571,0,0
6,107679465,107687982,6,107847710,107849849,5,1
9,77459141,77462445,9,77494466,77498013,3,1
13,76703190,76708023,13,38703867,38706366,0,0
14,50006676,50009102,14,50048441,50049941,4,1
1,172186418,172190205,1,179626638,179629469,0,0
22,21455841,21457341,22,39653884,39656686,0,0
6,25941908,25945063,6,66524427,66525927,0,0
17,44948835,44950335,17,43376763,43378782,0,0
12,53994276,54002086,12,54182486,54185309,3,1
5,135871919,135873419,5,79469548,79477813,0,0
14,102593665,102597277,14,63546970,63548470,0,0
1,216331313,216334322,1,151172819,151178928,0,0
18,52645795,52648268,18,33461528,33463028,0,0
2,45912711,45917148,2,134506244,134508909,0,0
20,36763505,36765086,20,2430059,2431559,0,0
22,45790145,45791645,22,35470136,35472044,0,0
14,59842085,59844053,14,58661888,58666780,0,0
4,13892808,13894308,4,16953927,16957249,0,0
11,66510622,66512122,11,108170947,108173150,0,0
9,126037240,126038740,9,128915165,128916744,0,0
7,128250141,128253321,7,128346942,128348612,6,1
13,105968508,105972060,13,43495600,43498462,0,0
2,42827690,42831173,2,42863093,42869545,9,1
16,5367262,5368762,16,1125541,1129760,0,0
12,73206679,73209546,12,68470989,68474984,0,0
17,17388524,17391194,17,51387794,51390926,0,0
6,35178898,35182716,6,35256856,35258356,4,1
17,28739918,28745835,17,28833438,28837032,4,1
20,5090052,5092340,20,24182456,24188187,0,0
13,40150955,40152455,13,113250441,113256334,0,0
20,53265695,53269863,20,53480799,53483058,3,1
4,146602722,146604729,4,146625689,146628824,3,1
9,114652321,114657506,9,114976862,114983819,4,1
X,84659497,84660997,X,79115837,79117941,0,0
5,157496982,157502385,5,157667857,157669802,3,1
14,23496874,23498374,14,23557032,23560908,3,1
5,153751176,153752676,5,68139242,68141331,0,0
1,41289670,41291170,1,20931467,20932967,0,0
7,102088651,102090151,7,102101924,102105148,3,1
4,101187279,101188779,4,101212656,101217593,3,1
7,136014498,136018858,7,70445608,70447108,0,0
18,54556110,54563300,18,40948955,40950455,0,0
11,131235315,131239594,11,11247926,11253604,0,0
9,99491521,99493021,9,12989156,12996822,0,0
18,49625296,49626796,18,48470026,48472572,0,0
14,71911644,71914650,14,71916074,71918573,3,1
2,2755648,2764936,2,2795155,2799195,4,1
1,163414899,163419882,1,164786542,164788205,4,1
1,18403068,18406909,1,18433444,18435501,3,1
6,132925191,132928794,6,132938068,132942022,3,1
22,19324626,19326126,22,37440371,37441871,0,0
13,111639210,111643478,13,111650234,111651734,4,1
18,78209224,78211578,18,78214648,78217263,3,1
7,8406411,8409830,7,8416878,8419681,7,1
22,37657218,37662909,22,21565893,21568232,0,0
9,86904400,86909250,9,87606505,87609471,0,0
14,53053321,53056079,14,53060727,53062227,3,1
20,18640740,18644716,20,18665449,18668214,4,1
4,156950363,156954953,4,156970363,156973293,3,1
5,50870330,50873196,5,14594613,14596113,0,0
18,79372008,79380502,18,79985897,79997378,3,1
X,150152476,150155182,X,7462323,7463895,0,0
1,6889116,6894390,1,6927355,6929127,3,1
6,161046530,161051832,6,161056307,161058798,3,1
16,23377456,23380397,16,23395235,23396752,3,1
X,66215807,66217307,X,101449169,101452860,0,0
5,140050582,140053890,5,140156550,140159317,4,1
19,41325861,41329106,19,3735004,3739558,0,0
12,71021015,71022515,12,73266068,73267568,0,0
8,42816040,42818994,8,42822920,42827990,7,1
8,143581132,143586949,8,143592822,143595910,7,1
9,113238363,113240564,9,113265614,113268797,3,1
5,38337506,38342790,5,38348038,38352573,6,1
3,123635628,123637128,3,127712235,127713735,0,0
20,49009696,49016513,20,49023567,49026104,3,1
21,30190171,30191671,21,42855293,42856793,0,0
X,104783824,104787068,X,39327245,39330127,0,0
19,51124904,51128926,19,51129909,51131684,3,1
4,6457397,6460038,4,6462356,6465029,5,1
6,6457878,6460125,6,55807208,55809295,0,0
8,144327499,144332641,8,144365159,144367649,5,1
5,1390441,1393009,5,1393687,1397503,7,1
4,16672627,16675420,4,25764634,25768077,0,0
14,49001113,49002613,14,94536899,94539927,0,0
13,46328327,46329827,13,82884767,82888142,0,0
16,20958662,20961605,16,14385652,14387152,0,0
16,9085924,9087424,16,55548538,55550594,0,0
4,699416,701816,4,702496,707986,7,1
11,1813964,1815464,11,115785604,115787104,0,0
17,59407071,59412369,17,59436759,59442387,8,1
13,111405682,111407182,13,51703163,51705740,0,0
6,63977946,63979446,6,63980176,63982131,4,1
X,117352391,117362582,X,117366571,117368071,4,1
21,24644552,24646052,21,17117017,17119894,0,0
7,64355161,64358963,7,129693393,129695397,0,0
2,176001660,176005518,2,176096988,176099965,4,1
17,6823951,6826003,17,6828154,6833382,4,1
1,181398747,181403769,1,181407771,181414604,12,1
3,177472195,177477947,3,177497897,177500564,3,1
11,45504545,45506791,11,45746516,45752685,3,1
12,71216307,71217981,12,100137647,100139147,0,0
18,59643403,59648030,18,59653603,59656344,3,1
17,76588700,76592213,17,76622399,76626209,5,1
22,22818083,22821355,22,22829269,22844181,21,1
3,156766197,156767697,3,37034514,37036014,0,0
8,22928283,22931675,8,22933557,22935921,5,1
9,112453673,112458318,9,94925246,94931844,0,0
17,63396809,63401808,17,13097877,13099377,0,0
3,132766119,132769694,3,132775908,132779129,3,1
2,7008587,7015247,2,45205536,45209075,0,0
6,144364635,144371422,6,144384041,144385541,4,1
5,32908847,32910888,5,51113841,51115341,0,0
3,11719901,11724690,3,11754610,11758920,3,1
21,43673639,43677980,21,43684472,43686816,5,1
22,27344252,27351243,22,27376238,27380401,6,1
14,91889800,91894402,14,91895421,91896921,3,1
13,99820040,99821540,13,99828844,99831824,3,1
8,139284842,139289675,8,139845507,139853643,3,1
4,183343964,183346313,4,23983616,23985116,0,0
20,54116615,54121316,20,54131212,54134642,5,1
22,37179064,37180630,22,19581374,19584149,0,0
4,156214878,156216378,4,57477438,57478938,0,0
8,6330462,6331962,8,2833162,2836084,0,0
9,95712578,95717701,9,95787482,95791248,3,1
13,20808573,20810073,13,77238773,77240273,0,0
9,5776940,5778440,9,6191684,6193184,0,0
13,44476206,44478031,13,44531649,44534887,3,1
12,117448366,117456194,12,117463048,117466361,7,1
3,125602745,125604245,3,18914201,18915701,0,0
21,17187133,17192865,21,17199933,17203887,4,1
16,48710638,48714276,16,48717274,48722662,7,1
22,46114270,46118705,22,46236388,46238529,3,1
2,84659288,84660975,2,23399437,23402643,0,0
5,74099030,74103615,5,135158473,135160224,0,0
5,45471421,45475481,5,73944393,73946437,0,0
2,177617497,177620188,2,61390480,61391980,0,0
13,19185309,19186809,13,110199967,110201562,0,0
13,91702487,91705631,13,91709160,91713431,4,1
1,55289252,55294245,1,86149151,86152433,0,0
20,33226265,33227765,20,54801062,54803741,0,0
5,54516482,54521479,5,54895152,54900730,3,1
22,19159355,19161327,22,19178400,19189605,3,1
8,57214266,57215822,8,57218376,57222865,6,1
18,21789538,21795631,18,59566934,59573739,0,0
19,16938931,16940431,19,29947270,29948770,0,0
11,44750722,44766256,11,44847485,44859847,8,1
X,135913573,135915073,X,84971751,84975958,0,0
12,39461522,39464430,12,79631132,79633405,0,0
20,38688322,38690450,20,38691409,38695500,5,1
5,147521934,147527734,5,147613583,147616224,4,1
13,51335289,51339094,13,91720863,91723448,0,0
8,69618910,69625492,8,69630600,69632916,9,1
17,8000437,8008855,17,8084375,8090517,5,1
9,13897049,13898549,9,28562380,28563880,0,0
9,3335933,3338241,9,3341695,3345884,4,1
18,59520892,59522392,18,37443467,37445909,0,0
2,28955833,28961383,2,28988838,28994909,3,1
9,74767960,74772367,9,74782682,74786906,5,1
9,94030907,94034987,9,94039191,94044058,3,1
16,49224719,49229565,16,54550944,54554468,0,0
22,44630411,44632336,22,44635759,44639951,5,1
19,35773967,35783093,19,35788348,35794253,12,1
14,49506595,49509882,14,49514571,49517944,4,1
